"logFC" "logCPM" "PValue" "FDR"
"AT4G18760" -1.23573167485224 3.57750978078054 0.0760380669584462 1
"AT5G10370" -1.26255132648152 3.3211310611222 0.0764080590916117 1
"AT4G23270" -1.20219732224545 4.87911675472048 0.0765456119410006 1
"AT4G01026" -1.29873388619948 2.75673673408412 0.0767166156724302 1
"AT1G58230" -1.1930819423339 4.9187843390131 0.0767813372168641 1
"AT1G64405" 1.6240970378633 1.32443055861715 0.077013509153919 1
"AT5G60650" 1.6240970378633 1.32443055861715 0.077013509153919 1
"AT5G01040" -1.22436903230439 4.14106004078552 0.0772002028654764 1
"AT1G79000" -1.184553562551 5.82201701178949 0.0773209912601954 1
"AT1G05560" -1.40177389852265 1.6261287486707 0.078056233155327 1
"AT2G23100" -1.67102572869228 0.869744613608585 0.0781883389190801 1
"AT4G10150" 1.66732947852894 0.99035816923697 0.0781883389190801 1
"AT5G53980" 1.66732947852894 0.99035816923697 0.0781883389190801 1
"AT5G57500" 1.66732947852894 0.99035816923697 0.0781883389190801 1
"AT5G62640" -1.19197449775693 4.72474123038284 0.0782229017194848 1
"AT1G51940" -1.18162421463704 5.67151728578893 0.0783874515916993 1
"AT4G28080" -1.16708558129419 8.40065879768278 0.0784225313828118 1
"AT2G33385" 1.81284431768937 0.595436370742073 0.0785240393816319 1
"AT1G66020" 1.74915057982302 0.551051299824929 0.0785240393816319 1
"AT5G27420" 1.34866757420761 2.19773497099709 0.0786251770573803 1
"AT1G49340" -1.17840880855731 5.66165127051541 0.078662438488517 1
"AT3G63370" -1.22512018060363 3.41178880720099 0.0789112533789286 1
"AT4G38760" -1.17699982118536 5.59798639948673 0.0791507408582001 1
"AT2G13370" -1.17706189304849 5.41919456205067 0.0792498797467264 1
"AT4G25890" 1.16822256377966 6.750865506098 0.0796428952806194 1
"AT3G27120" -1.43236677124869 1.34103563645154 0.0797222374892286 1
"AT3G24080" -1.18010614905421 5.08601619995904 0.0797855656407588 1
"AT3G24890" 1.31005155644116 2.44240274119703 0.079887821676358 1
"AT1G15100" 1.18866770724039 4.87436259618908 0.079987894569328 1
"AT2G31960" -1.16881255329079 6.01612906722711 0.0800195024399447 1
"AT3G25597" 1.28022353927515 3.0590649678858 0.0801011435085326 1
"AT3G56275" 1.47636013858848 1.7470874430111 0.0801105576341317 1
"AT3G05430" -1.37485608454916 1.6756813364832 0.0801105576341317 1
"AT2G45900" -1.33815407662341 1.94791237291763 0.0801344825360147 1
"AT4G30460" 1.19586471324092 4.37107595845146 0.0801502032286324 1
"AT4G08480" -1.2084520917559 3.71673718647514 0.0801580890384365 1
"AT1G80070" -1.1620250724689 7.51408381558468 0.0801751229037331 1
"AT4G30470" 1.17990453492041 5.43618204466499 0.0801859171813296 1
"AT3G59140" -1.20863958858489 3.9382775718937 0.0802034508696446 1
"AT5G05950" 1.19663784893572 4.47450774590629 0.0802602345656528 1
"AT1G17580" -1.18162999024157 4.98027948014194 0.0804143035766801 1
"AT3G01180" -1.18986913106823 4.63967227653043 0.0804389226573865 1
"AT1G32860" -1.21515618929217 3.47758729282174 0.0806428001192796 1
"AT1G10390" -1.17187513624431 5.49928017541336 0.0808012854722543 1
"AT1G50240" -1.19773169126272 4.2099779200244 0.0808052545778255 1
"AT5G13530" -1.17905832587362 5.13033248148057 0.0810692283767292 1
"AT1G06410" -1.16542898507784 6.29255880874539 0.0810971769575278 1
"AT5G39080" -1.19832447138325 3.90533993774053 0.0811729841187812 1
"AT4G03550" -1.17250697959521 5.46508117383062 0.0811999239726451 1
"AT2G04620" -1.24681986614763 3.1840382376519 0.0813113305549198 1
"AT1G63860" -1.32588787823014 2.23077957065003 0.0813644876436406 1
"AT5G37550" 1.39591209945103 2.07268958929678 0.0816969104082982 1
"AT4G31470" 1.58081679883541 1.12343536132458 0.081703233463125 1
"AT3G25717" 1.1648502181991 5.83213493274618 0.082133904254306 1
"AT5G39860" 1.34118942742886 2.52479734647178 0.0821643874998993 1
"AT3G42806" 1.32578478925658 2.51396410300187 0.0821643874998993 1
"AT5G04230" -1.1912153524606 4.01350926216288 0.0821691387342213 1
"AT5G54370" -1.18334996693603 4.61946166746002 0.0821698973968215 1
"AT4G05631" -1.44845572011359 1.43403713920766 0.0821699723303422 1
"AT3G01820" 1.17129680349011 5.12582682490832 0.0823145844176643 1
"AT2G25660" -1.17050532267565 5.29666545804204 0.0824022902206274 1
"AT2G16630" -1.22630191914089 3.44933718388581 0.0825549397741673 1
"AT1G66180" -1.16807669764663 5.44440214119378 0.082695838619128 1
"AT1G04250" 1.15754311362784 6.1911005061893 0.0829443093099346 1
"AT1G27430" -1.17109320664071 4.94820606384333 0.0833994447563383 1
"AT1G68350" 2.2601164772849 0.108205336881684 0.0834969611968208 1
"AT2G34330" 2.2601164772849 0.108205336881684 0.0834969611968208 1
"AT3G09290" 2.2601164772849 0.108205336881684 0.0834969611968208 1
"AT3G24340" 2.2601164772849 0.108205336881684 0.0834969611968208 1
"AT5G42655" 2.2601164772849 0.108205336881684 0.0834969611968208 1
"AT1G78260" -1.20975593823823 3.49150627108441 0.083633558115348 1
"AT2G46720" -1.26834105856515 2.70557227544272 0.0836387952056196 1
"AT4G23870" 1.24551420465436 3.18491970395821 0.0836743158920474 1
"AT3G50190" -1.66727841681077 0.579294639678994 0.0837197323940961 1
"AT5G26170" -1.66727841681077 0.579294639678994 0.0837197323940961 1
"AT5G27970" -1.16100455255905 5.43064895519351 0.0837288244221767 1
"AT5G13740" -1.15546470522214 6.18374379427801 0.0837309709427732 1
"AT3G13330" -1.16706114431194 5.31868871114347 0.0837314881979183 1
"AT4G31160" -1.16807879552048 4.80821688931803 0.083794029611921 1
"AT1G77800" -1.1576845076003 5.66265406904467 0.0839912030932049 1
"AT3G16330" 1.28139867534908 2.59674089941706 0.0842446476300737 1
"AT1G22490" 1.43144075430466 1.60104494375478 0.0843919601719942 1
"AT1G51440" 1.43144075430466 1.60104494375478 0.0843919601719942 1
"AT2G31830" -1.41546533356637 1.49047286013212 0.0843919601719942 1
"AT1G10585" -3.30630585793407 -0.660206483656247 0.084472049689441 1
"AT1G15010" -3.30630585793407 -0.660206483656247 0.084472049689441 1
"AT1G56060" -3.30630585793407 -0.660206483656247 0.084472049689441 1
"AT2G24692" -3.30630585793407 -0.660206483656247 0.084472049689441 1
"AT5G21150" -3.30630585793407 -0.660206483656247 0.084472049689441 1
"AT5G46500" -3.30630585793407 -0.660206483656247 0.084472049689441 1
"AT4G19350" -1.18835694553212 3.96241991401622 0.0845729715028811 1
"AT2G32960" 1.21904477835207 3.4558609446148 0.0845744473360473 1
"AT3G57130" -1.49831445077324 1.10430786294431 0.0847782744709653 1
"AT5G02860" -1.17004550690369 4.80265471382913 0.0848171366530754 1
"AT4G03960" 1.22110651377284 3.2374819885655 0.0849655428593943 1
"AT3G62070" 1.29359243609374 2.4309015027435 0.0849698911665228 1
"AT4G01290" -1.15012114884224 5.96086756102433 0.0852046603611687 1
"AT2G36850" -1.1471017279097 6.38894031684125 0.0855615787196302 1
"AT5G17170" 1.14009239789716 8.17534452440749 0.0855999592902796 1
"AT1G32750" -1.15671087636868 5.18002555312263 0.0857832209975867 1
"AT5G24620" -1.15333090018143 5.57369180266232 0.0860915056475594 1
"AT3G33530" -1.15613868457465 5.12565713416043 0.0861272758063312 1
"AT1G74790" -1.16668827975913 4.68508077594968 0.0863305510488572 1
"AT4G03190" -1.15719291209345 4.98795083833234 0.0863698901329232 1
"AT1G72300" -1.19928302280245 3.51894526564895 0.0871407262316218 1
"AT1G75310" -1.16710356435724 4.45842897221208 0.0872519155506514 1
"AT1G30760" 1.25845807035986 2.73608337051009 0.0879080567871939 1
"AT3G15630" -1.16608923706916 4.16708377777875 0.087939138740015 1
"AT1G16635" 1.77975882388582 0.843600616336139 0.0880011690042948 1
"AT1G53163" 1.77975882388582 0.843600616336139 0.0880011690042948 1
"AT1G80160" 1.77975882388582 0.843600616336139 0.0880011690042948 1
"AT3G28630" 1.77975882388582 0.843600616336139 0.0880011690042948 1
"AT2G46970" 1.72758398787629 0.806691269725239 0.0880011690042948 1
"AT3G55515" 1.72758398787629 0.806691269725239 0.0880011690042948 1
"AT5G55110" -1.66935795244508 0.731530406692951 0.0880011690042948 1
"AT3G52250" -1.14795767824621 5.24636819646984 0.0882596411563052 1
"AT5G49110" -1.31870664107745 1.98772562228832 0.0883561274388733 1
"AT1G11850" -1.19637113762234 3.67829925918177 0.0883705424837047 1
"AT5G18920" 1.23278161809312 2.94459914434553 0.088481852702099 1
"AT5G11040" -1.14673388087036 5.03428517896122 0.0885077982354031 1
"AT1G05260" 1.13541090982996 6.35104010264726 0.0887031919232276 1
"AT1G21670" -1.14617933203732 5.09668450568393 0.0890794895870028 1
"AT1G33600" -1.14107174918401 5.62060170276736 0.0892161076071534 1
"AT1G52050" -1.20521167277615 3.24126260373876 0.0892298939702324 1
"AT5G15680" -1.14870449521027 5.10398214949156 0.0892377563691224 1
"AT2G32990" 1.14301194222856 5.37416254950827 0.0894996146559968 1
"AT1G74180" -1.33349672357242 2.04839787611852 0.0896890329210698 1
"AT3G06320" 1.14812138578121 4.92957927915938 0.0897511348028608 1
"AT2G41130" 1.21661782979038 3.30068038164998 0.0897863233175901 1
"AT2G45860" 1.14055344422025 5.31967103088834 0.0898046553011721 1
"AT1G08290" 1.49155935139724 1.3822130229919 0.0898964853828303 1
"AT1G43800" 1.49155935139724 1.3822130229919 0.0898964853828303 1
"AT5G02640" 1.49155935139724 1.3822130229919 0.0898964853828303 1
"AT1G77390" -1.37811520029583 1.30602570063337 0.0898964853828303 1
"AT3G11964" -1.13187058574137 6.0319862220888 0.0899541172153503 1
"AT5G58500" 1.38815985090056 1.79066627697269 0.0899737623816689 1
"AT1G52410" 1.14587488516855 5.33099073722766 0.0900733976008532 1
"AT5G52790" -1.17239959017234 3.84799590210732 0.0901272272283522 1
"AT2G43540" 1.16849291445442 4.20804218688701 0.0901835850252946 1
"AT4G20850" -1.12508607329464 7.11971023156005 0.0903673266757049 1
"AT5G57685" 1.14590596786868 5.12605374593936 0.09042858828754 1
"AT1G73330" 1.12202675739979 7.84759654806109 0.090764247002078 1
"AT1G14630" 1.30922253024022 2.1701478492228 0.0909391067380757 1
"AT3G08530" -1.12112712240721 7.65858008722634 0.0910127198365805 1
"AT1G24300" -1.15225237204649 4.7267969125023 0.0910267045627244 1
"AT2G16660" -1.13680647335226 5.13970086049829 0.0910300183907178 1
"AT3G44860" 1.94306157233098 0.346777812979107 0.091098217238373 1
"AT3G48240" 1.94306157233098 0.346777812979107 0.091098217238373 1
"AT4G25950" 1.94306157233098 0.346777812979107 0.091098217238373 1
"AT2G23673" -1.91689786922919 0.157176745132665 0.091098217238373 1
"AT2G44930" -1.91689786922919 0.157176745132665 0.091098217238373 1
"AT5G12380" -1.91689786922919 0.157176745132665 0.091098217238373 1
"AT1G80020" -1.14138715228982 5.01892693856375 0.0911372166124097 1
"AT1G48100" 1.21849851377816 3.05509260562089 0.0911860353197402 1
"AT1G02020" -1.21081207918109 3.02134638365317 0.0911860353197402 1
"AT3G60900" -1.21081207918109 3.02134638365317 0.0911860353197402 1
"AT4G13750" -1.1583575607126 4.16183441182872 0.0912860555520171 1
"AT4G26190" -1.13326998167213 5.34314792762801 0.0913591184252336 1
"AT1G19770" -1.13694131487329 5.07917487836319 0.091460417385804 1
"AT2G35270" 1.35841151161188 1.86814523088261 0.0915426857835732 1
"AT3G29410" -1.59738715618105 0.821903419057332 0.0915827128698329 1
"AT1G75770" 1.23018291791729 2.90030351336813 0.0917383497368908 1
"AT1G10060" -1.14055736492163 4.76161444922406 0.0917975216074981 1
"AT3G61898" 1.21074674291096 3.08770813932537 0.0918078887918254 1
"AT5G27760" 1.13523902667916 5.50983506998547 0.0919556503426903 1
"AT5G41740" -1.39799932246669 1.40108992488227 0.0920470904013711 1
"AT3G05470" -1.18721986340436 3.51078167357012 0.0923233744001464 1
"AT5G02780" 1.18690587197645 3.67428503204485 0.0926925586381611 1
"AT5G04480" -1.14569759583756 4.30585677453947 0.0928817648135995 1
"AT1G19490" 1.33209801647317 1.94165508306028 0.0929929690585964 1
"AT4G16610" 1.33209801647317 1.94165508306028 0.0929929690585964 1
"AT4G32810" 1.3083118943275 1.92511892780311 0.0929929690585964 1
"AT5G03110" 1.3083118943275 1.92511892780311 0.0929929690585964 1
"AT3G01460" -1.14568447028167 4.64808722298437 0.093044909543545 1
"AT3G11960" -1.13399578937557 4.81903270282141 0.0930755260835119 1
"AT2G33170" -1.15746944453191 3.89060557946206 0.0932544610966689 1
"AT2G35050" -1.11542756447635 6.83976440399398 0.093381960135488 1
"AT2G46650" 1.11795362950749 6.64832466541797 0.0934331409976206 1
"AT1G54040" 1.14401026574651 4.49384136285243 0.0934507133281098 1
"AT1G54710" -1.15333284620611 3.99981125077963 0.0934731396644069 1
"AT1G32740" 1.40116538283853 1.57985906316554 0.0939795700239636 1
"AT3G51380" 1.40116538283853 1.57985906316554 0.0939795700239636 1
"AT5G39240" 1.37024103059624 1.5583325911533 0.0939795700239636 1
"AT5G45480" -1.15534168322055 4.02492322245425 0.0940759628020917 1
"AT1G51530" -5.41767385641435 -1.26206246443738 0.0942028985507246 1
"AT2G04840" -5.41767385641435 -1.26206246443738 0.0942028985507246 1
"AT2G17295" -5.41767385641435 -1.26206246443738 0.0942028985507246 1
"AT2G30690" -5.41767385641435 -1.26206246443738 0.0942028985507246 1
"AT3G20075" -5.41767385641435 -1.26206246443738 0.0942028985507246 1
"AT3G20850" -5.41767385641435 -1.26206246443738 0.0942028985507246 1
"AT3G26200" -5.41767385641435 -1.26206246443738 0.0942028985507246 1
"AT3G30530" -5.41767385641435 -1.26206246443738 0.0942028985507246 1
"AT3G51070" -5.41767385641435 -1.26206246443738 0.0942028985507246 1
"AT4G09455" -5.41767385641435 -1.26206246443738 0.0942028985507246 1
"AT5G48550" -5.41767385641435 -1.26206246443738 0.0942028985507246 1
"AT5G62110" -5.41767385641435 -1.26206246443738 0.0942028985507246 1
"AT1G44414" 5.31888396311285 -1.00646844636362 0.0942028985507246 1
"AT1G53540" 5.31888396311285 -1.00646844636362 0.0942028985507246 1
"AT1G53543" 5.31888396311285 -1.00646844636362 0.0942028985507246 1
"AT1G55800" 5.31888396311285 -1.00646844636362 0.0942028985507246 1
"AT1G60470" 5.31888396311285 -1.00646844636362 0.0942028985507246 1
"AT1G61130" 5.31888396311285 -1.00646844636362 0.0942028985507246 1
"AT1G79100" 5.31888396311285 -1.00646844636362 0.0942028985507246 1
"AT2G02310" 5.31888396311285 -1.00646844636362 0.0942028985507246 1
"AT2G32790" 5.31888396311285 -1.00646844636362 0.0942028985507246 1
"AT2G33280" 5.31888396311285 -1.00646844636362 0.0942028985507246 1
"AT2G40180" 5.31888396311285 -1.00646844636362 0.0942028985507246 1
"AT3G21352" 5.31888396311285 -1.00646844636362 0.0942028985507246 1
"AT4G36700" 5.31888396311285 -1.00646844636362 0.0942028985507246 1
"AT5G02390" 5.31888396311285 -1.00646844636362 0.0942028985507246 1
"AT5G06080" 5.31888396311285 -1.00646844636362 0.0942028985507246 1
"AT5G06380" 5.31888396311285 -1.00646844636362 0.0942028985507246 1
"AT5G19097" 5.31888396311285 -1.00646844636362 0.0942028985507246 1
"AT5G24860" 5.31888396311285 -1.00646844636362 0.0942028985507246 1
"AT5G37240" 5.31888396311285 -1.00646844636362 0.0942028985507246 1
"AT5G45095" 5.31888396311285 -1.00646844636362 0.0942028985507246 1
"AT5G60260" 5.31888396311285 -1.00646844636362 0.0942028985507246 1
"AT5G66640" 5.31888396311285 -1.00646844636362 0.0942028985507246 1
"AT2G28190" 1.11583221840822 6.54015379641959 0.0942044693491568 1
"AT1G73120" 1.30967835596105 2.31277777349395 0.0942623129910838 1
"AT5G44980" 1.49376094031658 1.0626176519488 0.0946182717573629 1
"ATCG01200" 1.49376094031658 1.0626176519488 0.0946182717573629 1
"AT1G02220" 1.19275337963548 3.21786432985934 0.0946397401222925 1
"AT5G18525" -1.12947872539767 4.9569105144916 0.0949679166388028 1
"AT1G67230" -1.11327756488439 6.18365035477644 0.0952992146648031 1
"AT5G43540" 1.3529422737947 2.0424827374503 0.0955872127148815 1
"AT4G00670" -1.31184554545983 1.56755695443032 0.0957250864487074 1
"AT2G45000" -1.13624648002035 4.199547507061 0.0958060810759564 1
"AT1G62800" 1.12077770904162 5.40985431801601 0.0958436544235797 1
"AT3G01560" -1.16448913808645 3.80180919092473 0.0959495312136828 1
"AT3G59420" -1.14678453592024 4.01913931580466 0.0960139497630727 1
"AT4G15890" -1.19635629678333 3.05922451863109 0.0960597281815128 1
"AT4G37608" 1.26009992664277 2.40760241539029 0.0961789877341495 1
"AT5G37480" 1.14125885979481 4.40764621212432 0.0963055927786099 1
"AT1G22030" 1.25637458376146 2.68471671571681 0.0964316750821836 1
"AT5G12320" 1.1299202612955 4.82313336040563 0.0964648121710071 1
"AT1G35560" 1.15699043342027 3.85975861873414 0.0965972327002057 1
"AT2G44600" 1.20336330481585 3.11960269302291 0.0965982586766002 1
"AT1G21060" -1.15770506505491 3.71194146309147 0.0966088218346204 1
"AT3G16570" 1.11030508968825 6.03960652004884 0.0966143630173716 1
"AT2G30766" -1.16328409776591 3.57752781971785 0.0966180548586942 1
"AT5G13330" 1.30895455567852 2.09307849363597 0.0967518388625889 1
"AT1G69480" 1.68251441287481 0.505141639814641 0.096786353351914 1
"AT3G48020" 1.68251441287481 0.505141639814641 0.096786353351914 1
"AT4G30975" 1.68251441287481 0.505141639814641 0.096786353351914 1
"AT4G34810" 1.68251441287481 0.505141639814641 0.096786353351914 1
"AT4G17860" -1.66461315364147 0.40989503478407 0.096786353351914 1
"AT5G45200" -1.66461315364147 0.40989503478407 0.096786353351914 1
"AT2G34930" -1.25462228166126 2.38790917902596 0.0970617116776047 1
"AT1G01380" 1.39413957110039 1.68918386208588 0.0973092088368818 1
"AT2G39190" -1.10723077812618 6.24036658781291 0.0973645782210786 1
"AT1G64570" -1.13473502138245 4.36448137965185 0.0974205051786101 1
"AT1G18485" -1.13585556931352 3.98802049724937 0.0974446644752532 1
"AT5G52547" 1.28908806679137 2.15614008508305 0.0978396837375156 1
"AT3G49320" 1.13166621239373 4.56502180825131 0.0978845992504026 1
"AT4G24660" 1.15542439890174 4.03890147545851 0.0979937204891095 1
"AT4G11380" -1.10569699455252 6.13112691835736 0.098058351118694 1
"AT4G32730" -1.13349828516234 4.31678230027234 0.0981536675206371 1
"AT2G30060" 1.09809599068275 7.14856925125676 0.098622422225611 1
"AT4G33010" -1.09188730167421 10.03704275565 0.0986915554054486 1
"AT3G51760" -1.30821991760094 1.69639313150384 0.0987530984756308 1
"AT5G01400" -1.11410280509919 4.80555405574391 0.0987958301771666 1
"AT4G24350" -1.10273533003008 5.70988904336105 0.0990472467054451 1
"AT5G49360" -1.12525422468546 4.08480931061734 0.0992880552587075 1
"AT3G01310" -1.09462189208274 6.75827482623426 0.0993739705031273 1
"AT4G25315" 1.12926867613295 4.30988310336577 0.0993777565620112 1
"AT3G14280" 1.23661600101963 2.56562500213563 0.0994514092711696 1
"AT4G32860" 1.55038797943227 1.27211589871775 0.0994743656038978 1
"AT1G12040" -1.45375872007448 1.17472658475424 0.0994743656038978 1
"AT2G20960" -1.11225895319848 5.02825105381328 0.0995856135183725 1
"AT1G78865" 1.15278930251818 3.76890742370969 0.099701799292971 1
"AT1G77630" -1.13075819112782 4.21638610350856 0.0997907534272497 1
"AT3G51120" -1.12932426649048 4.40621345623736 0.0998103321048639 1
"AT1G26233" 2.78516514609148 -0.257319987093581 0.0999758185423419 1
"AT2G16895" 2.78516514609148 -0.257319987093581 0.0999758185423419 1
"AT3G01140" 2.78516514609148 -0.257319987093581 0.0999758185423419 1
"AT3G52780" 2.78516514609148 -0.257319987093581 0.0999758185423419 1
"AT3G58190" 2.78516514609148 -0.257319987093581 0.0999758185423419 1
"AT5G53820" 2.78516514609148 -0.257319987093581 0.0999758185423419 1
"AT5G54400" 2.78516514609148 -0.257319987093581 0.0999758185423419 1
"AT1G69430" -2.04611646694422 -0.342994100007398 0.0999758185423419 1
"AT5G24206" -2.04611646694422 -0.342994100007398 0.0999758185423419 1
"AT5G27895" -2.04611646694422 -0.342994100007398 0.0999758185423419 1
"AT5G40860" -2.04611646694422 -0.342994100007398 0.0999758185423419 1
"AT5G60220" -2.04611646694422 -0.342994100007398 0.0999758185423419 1
"AT5G18370" -1.32676307510575 1.76994127325479 0.100074408865289 1
"AT3G23410" -1.12233466907756 4.42805698449502 0.10019769353858 1
"AT1G64960" -1.145734908114 3.62877539875886 0.100330539336356 1
"AT5G48940" -1.15041311416355 3.48602264403084 0.100710474111172 1
"AT1G80120" 1.27322363398028 2.28739568689793 0.100711225664805 1
"AT1G76720" -1.25261337203147 2.22536689460066 0.100711225664805 1
"AT1G44810" 1.09940542635453 5.55098796723442 0.100928486530812 1
"AT3G20100" 1.11107338238169 5.00188138637017 0.101026392662752 1
"AT2G23130" -1.15801256935656 3.50807316305574 0.101064676287104 1
"AT2G43530" 1.10394318950896 5.28691903233384 0.101144536508902 1
"AT3G47180" -1.57474146902877 0.521462372767852 0.101168536513916 1
"AT4G26255" -1.57474146902877 0.521462372767852 0.101168536513916 1
"AT2G48060" -1.0980370990407 5.60290487051522 0.101233875118968 1
"AT5G25450" 1.28412702012027 1.90837683434677 0.101287976460148 1
"AT5G20710" 1.45607055767401 1.35734952870805 0.101443449262077 1
"AT5G27030" -1.11067268594554 4.81663186772797 0.101470331550217 1
"AT1G51420" 1.13048094398472 4.11295298278777 0.101474029281802 1
"AT5G54380" -1.10698237765522 4.90458098046171 0.101799919700953 1
"AT3G44340" -1.09295999258909 5.86549099166297 0.101876597864925 1
"AT1G76952" 1.21787484574034 2.70794920535411 0.102141333572519 1
"AT3G17700" -1.20430165905639 2.66275466734353 0.102141333572519 1
"AT5G60460" 1.19351928375768 2.9988201868769 0.102421078287492 1
"AT4G23000" -1.1659485908305 2.96701872410094 0.102421078287492 1
"AT5G49430" -1.10456398955194 4.55801251957272 0.10248985843196 1
"AT3G04690" -1.22819653399162 2.37042679888524 0.103107621933146 1
"AT3G25905" 1.40953821362211 1.4613669028205 0.103177554894292 1
"AT5G01180" -1.34571412432066 1.36745162978621 0.103177554894292 1
"AT3G02170" -1.12769142052574 3.94616134706921 0.103261782403401 1
"AT2G38750" 1.08529903551168 6.56740079344667 0.10326522916388 1
"AT5G35170" -1.08038432515159 7.25613863580415 0.103460031443412 1
"AT3G23670" -1.09748865598447 4.86010892969448 0.103467745569711 1
"AT1G33410" -1.08858546174974 5.72513424413839 0.104030844449389 1
"AT5G07960" 1.09791069576786 5.18701003808397 0.104184862472525 1
"AT1G72030" 1.09228236010511 5.31709310049512 0.104356982507615 1
"AT3G13760" -1.19403889096694 2.45804669729876 0.104496216458251 1
"AT4G00810" 1.0790893803613 7.0794742597923 0.104602789743639 1
"AT4G26055" 1.67345122784609 0.768733309236663 0.104627052287553 1
"AT4G28300" -1.11178129175242 4.0305040244535 0.10463432764191 1
"AT3G18610" 1.17616631672002 3.13692233097202 0.104672802363209 1
"AT4G27660" -1.36671411481997 1.45874172736721 0.104715567927256 1
"AT4G34800" 1.33863926394964 1.53645414290083 0.104715567927256 1
"AT1G60200" -1.08691137932473 5.4413952619148 0.104750288849692 1
"AT5G23980" -1.13209298913083 3.34922543852185 0.104830473859299 1
"AT3G07590" 1.1159673513965 4.33126675049498 0.105098073444078 1
"AT2G45080" 1.22137411240959 2.55509284418764 0.105137368882007 1
"AT2G28240" -1.28314310953832 2.06418697038474 0.105289887999423 1
"AT5G39020" -1.23448785058978 2.07978383255406 0.105289887999423 1
"AT2G29650" -1.07523180820112 6.73302585293407 0.105950958243671 1
"AT5G04150" -1.33810783377311 1.51417595400423 0.10608836617034 1
"AT1G70640" -1.26468800998223 1.53744615337415 0.10608836617034 1
"AT4G21550" -1.26468800998223 1.53744615337415 0.10608836617034 1
"AT3G62900" -1.08884452419679 4.7885304897779 0.10614837867067 1
"AT4G30100" -1.08050381050851 5.65128169774328 0.106417257808577 1
"AT1G01040" -1.09001612015641 4.72041819319095 0.106461024699063 1
"AT4G20240" -1.10608685001047 4.01515303896455 0.106555279641649 1
"AT5G43450" -1.13793252419434 3.47767863655303 0.106741004878948 1
"AT1G55530" 1.08832279137293 5.23714496424363 0.106936210112279 1
"AT5G42760" 1.13904122096668 3.53936699837245 0.107313988135875 1
"AT2G34340" 1.36565738237411 1.66931365708243 0.10732075619129 1
"AT3G43190" -1.28764662418635 1.61903145735569 0.10732075619129 1
"AT4G24040" -1.28764662418635 1.61903145735569 0.10732075619129 1
"AT2G47930" -1.10646486613525 3.90718604126316 0.107343621497751 1
"AT1G52060" -1.10032163800342 4.06809354946854 0.107344337535198 1
"AT3G18510" 1.19017092870234 2.68886542858863 0.107404924993297 1
"AT1G77300" -1.07858063295432 5.45700454078293 0.107488450479265 1
"AT1G65295" 1.07587104646618 5.65205487540781 0.107775285613045 1
"AT4G03400" -1.07758825787288 5.75244689876579 0.107852855217212 1
"AT3G16360" 1.18107342907397 2.73082979344099 0.107907610434148 1
"AT5G19260" 1.14613972116963 3.34616667969214 0.107907806729048 1
"AT2G32880" -1.10327028711905 3.95415218597457 0.107964664076828 1
"AT5G44720" 1.06688117681219 7.09306630299774 0.108056747298305 1
"AT4G28490" -1.19719793151083 2.27182220457807 0.10830398217668 1
"AT1G36180" -1.13326889892125 3.06330063441892 0.108314894165839 1
"AT4G38770" -1.06164981419192 8.89299583639636 0.108433490928609 1
"AT1G66150" -1.06887081487813 6.28934642050597 0.108433650538578 1
"AT1G75820" -1.07254993155388 5.75931135102377 0.108634927478551 1
"AT1G74250" -1.10904191639106 4.00549767652374 0.108740715112671 1
"AT1G58220" -1.11902345425276 3.62625077607831 0.108872548168278 1
"AT1G52190" -1.08306208801663 4.98532478573574 0.108937461292293 1
"AT3G10525" 1.09693401128871 4.48871971472706 0.109078148568456 1
"AT4G30990" -1.07559153384939 5.46757853554066 0.109332175598068 1
"AT1G47370" 2.16792474342661 0.0445237783799809 0.109379181377053 1
"AT3G28857" 2.16792474342661 0.0445237783799809 0.109379181377053 1
"AT3G45080" 2.16792474342661 0.0445237783799809 0.109379181377053 1
"AT3G10280" -1.96732662768017 -0.0722080852103806 0.109379181377053 1
"AT4G15990" -1.96732662768017 -0.0722080852103806 0.109379181377053 1
"AT2G48130" 1.09732386683299 4.39204109278081 0.109518728727138 1
"AT2G18000" -1.41164689278731 0.943117975018206 0.10969460217431 1
"AT4G24415" -1.41164689278731 0.943117975018206 0.10969460217431 1
"AT4G25170" -1.0707249140893 5.62614386483642 0.109775594707297 1
"AT3G12810" -1.07680257596082 4.87169272485029 0.10986578131108 1
"AT5G19520" -1.10332265073956 3.91752040002873 0.109900307634097 1
"AT3G46600" -1.09395239148825 4.41771329032829 0.110064672292138 1
"AT5G14880" -1.09496556634583 4.1191595710537 0.110136849225562 1
"AT3G17790" 1.0941878131534 4.44610224650591 0.110196545957565 1
"AT2G27840" 1.06066461774362 6.98542486531247 0.11035144008618 1
"AT1G68190" -1.11453013983438 3.24158744956087 0.110612881987807 1
"AT5G57000" 1.11604566103205 3.57558190033055 0.110876822841761 1
"AT4G16890" -1.05863554679043 7.0261637547384 0.110894734135656 1
"AT4G16920" -1.07379393408489 4.96143082019434 0.110976641184189 1
"AT5G12110" 1.08928964241293 4.65979750221559 0.111233137211112 1
"AT2G31970" -1.07827325554177 4.64759363174682 0.111233137211112 1
"AT1G74660" 1.17100383667542 2.98333663010011 0.111234583365567 1
"AT2G41700" -1.07701833318349 4.78730684336522 0.111461813005275 1
"ATCG00480" -1.09746602586709 4.04373573545097 0.111466441055261 1
